gemeente;nis;jaar;inwoners
Wijnegem;11050;2013;9137
Wijnegem;11050;2014;9131
Wijnegem;11050;2015;9314
Wijnegem;11050;2016;9365
Willebroek;12040;1997;22457
Willebroek;12040;1998;22423
Willebroek;12040;1999;22511
Willebroek;12040;2000;22508
Willebroek;12040;2001;22556
Willebroek;12040;2002;22622
Willebroek;12040;2003;22687
Willebroek;12040;2004;22838
Willebroek;12040;2005;22889
Willebroek;12040;2006;23044
Willebroek;12040;2007;23300
Willebroek;12040;2008;23664
Willebroek;12040;2009;23965
Willebroek;12040;2010;24204
Willebroek;12040;2011;24527
Willebroek;12040;2012;24825
Willebroek;12040;2013;25059
Willebroek;12040;2014;25327
Willebroek;12040;2015;25446
Willebroek;12040;2016;25745
Wingene;37018;1997;12321
Wingene;37018;1998;12381
Wingene;37018;1999;12420
Wingene;37018;2000;12517
Wingene;37018;2001;12647
Wingene;37018;2002;12738
Wingene;37018;2003;12790
Wingene;37018;2004;12896
Wingene;37018;2005;13032
Wingene;37018;2006;13136
Wingene;37018;2007;13328
Wingene;37018;2008;13461
Wingene;37018;2009;13552
Wingene;37018;2010;13688
Wingene;37018;2011;13892
Wingene;37018;2012;13949
Wingene;37018;2013;14036
Wingene;37018;2014;14134
Wingene;37018;2015;14179
Wingene;37018;2016;14209
Wommelgem;11052;1997;11547
Wommelgem;11052;1998;11645
Wommelgem;11052;1999;11727
Wommelgem;11052;2000;11762
Wommelgem;11052;2001;11874
Wommelgem;11052;2002;11811
Wommelgem;11052;2003;11848
Wommelgem;11052;2004;11957
Wommelgem;11052;2005;12046
Wommelgem;11052;2006;12126
Wommelgem;11052;2007;12117
Wommelgem;11052;2008;12187
Wommelgem;11052;2009;12295
Wommelgem;11052;2010;12334
Wommelgem;11052;2011;12373
Wommelgem;11052;2012;12386
Wommelgem;11052;2013;12405
Wommelgem;11052;2014;12467
Wommelgem;11052;2015;12547
Wommelgem;11052;2016;12591
Wortegem-Petegem;45061;1997;6051
Wortegem-Petegem;45061;1998;6085
Wortegem-Petegem;45061;1999;6074
Wortegem-Petegem;45061;2000;6071
Wortegem-Petegem;45061;2001;6029
Wortegem-Petegem;45061;2002;6009
Wortegem-Petegem;45061;2003;5984
Wortegem-Petegem;45061;2004;5967
Wortegem-Petegem;45061;2005;5929
Wortegem-Petegem;45061;2006;5977
Wortegem-Petegem;45061;2007;6085
Wortegem-Petegem;45061;2008;6135
Wortegem-Petegem;45061;2009;6300
Wortegem-Petegem;45061;2010;6264
Wortegem-Petegem;45061;2011;6273
Wortegem-Petegem;45061;2012;6275
Wortegem-Petegem;45061;2013;6310
Wortegem-Petegem;45061;2014;6323
Wortegem-Petegem;45061;2015;6332
Wortegem-Petegem;45061;2016;6326
Wuustwezel;11053;1997;17115
Wuustwezel;11053;1998;17276
Wuustwezel;11053;1999;17477
Wuustwezel;11053;2000;17552
Wuustwezel;11053;2001;17646
Wuustwezel;11053;2002;17777
Wuustwezel;11053;2003;17893
Wuustwezel;11053;2004;18006
Wuustwezel;11053;2005;18184
Wuustwezel;11053;2006;18338
Wuustwezel;11053;2007;18605
Wuustwezel;11053;2008;18837
Wuustwezel;11053;2009;19013
Wuustwezel;11053;2010;19213
Wuustwezel;11053;2011;19371
Wuustwezel;11053;2012;19547
Wuustwezel;11053;2013;19731
Wuustwezel;11053;2014;19872
Wuustwezel;11053;2015;20124
Wuustwezel;11053;2016;20228
Zandhoven;11054;1997;11763
Zandhoven;11054;1998;11856
Zandhoven;11054;1999;11982
Zandhoven;11054;2000;12085
Zandhoven;11054;2001;12144
Zandhoven;11054;2002;12143
Zandhoven;11054;2003;12199
Zandhoven;11054;2004;12260
Zandhoven;11054;2005;12255
Zandhoven;11054;2006;12286
Zandhoven;11054;2007;12262
Zandhoven;11054;2008;12341
Zandhoven;11054;2009;12351
Zandhoven;11054;2010;12387
Zandhoven;11054;2011;12533
Zandhoven;11054;2012;12580
Zandhoven;11054;2013;12713
Zandhoven;11054;2014;12729
Zandhoven;11054;2015;12727
Zandhoven;11054;2016;12768
Zaventem;23094;1997;26559
Zaventem;23094;1998;26827
Zaventem;23094;1999;26826
Zaventem;23094;2000;26901
Zaventem;23094;2001;27159
Zaventem;23094;2002;27537
Zaventem;23094;2003;27758
Zaventem;23094;2004;28070
Zaventem;23094;2005;28526
Zaventem;23094;2006;28651
Zaventem;23094;2007;29034
Zaventem;23094;2008;29500
Zaventem;23094;2009;29907
Zaventem;23094;2010;30446
Zaventem;23094;2011;31243
Zaventem;23094;2012;31715
Zaventem;23094;2013;31960
Zaventem;23094;2014;32388
Zaventem;23094;2015;32678
Zaventem;23094;2016;33034
Zedelgem;31040;1997;21681
Zedelgem;31040;1998;21797
Zedelgem;31040;1999;21927
Zedelgem;31040;2000;22020
Zedelgem;31040;2001;21993
Zedelgem;31040;2002;21918
Zedelgem;31040;2003;21938
Zedelgem;31040;2004;21853
Zedelgem;31040;2005;21763
Zedelgem;31040;2006;21835
Zedelgem;31040;2007;21940
Zedelgem;31040;2008;22060
Zedelgem;31040;2009;22058
Zedelgem;31040;2010;22180
Zedelgem;31040;2011;22357
Zedelgem;31040;2012;22320
Zedelgem;31040;2013;22349
Zedelgem;31040;2014;22299
Zedelgem;31040;2015;22407
Zedelgem;31040;2016;22479
Zele;42028;1997;20453
Zele;42028;1998;20442
Zele;42028;1999;20406
Zele;42028;2000;20394
Zele;42028;2001;20348
Zele;42028;2002;20357
Zele;42028;2003;20319
Zele;42028;2004;20247
Zele;42028;2005;20284
Zele;42028;2006;20371
Zele;42028;2007;20444
Zele;42028;2008;20457
Zele;42028;2009;20579
Zele;42028;2010;20544
Zele;42028;2011;20763
Zele;42028;2012;20762
Zele;42028;2013;20744
Zele;42028;2014;20713
Zele;42028;2015;20848
Zele;42028;2016;20785
Zelzate;43018;1997;12227
Zelzate;43018;1998;12260
Zelzate;43018;1999;12177
Zelzate;43018;2000;12094
Zelzate;43018;2001;12135
Zelzate;43018;2002;12113
Zelzate;43018;2003;12043
Zelzate;43018;2004;12117
Zelzate;43018;2005;12113
Zelzate;43018;2006;12176
Zelzate;43018;2007;12190
Zelzate;43018;2008;12242
Zelzate;43018;2009;12309
Zelzate;43018;2010;12494
Zelzate;43018;2011;12578
Zelzate;43018;2012;12491
Zelzate;43018;2013;12509
Zelzate;43018;2014;12499
Zelzate;43018;2015;12494
Zelzate;43018;2016;12490
Zemst;23096;1997;20050
Zemst;23096;1998;20236
Zemst;23096;1999;20414
Zemst;23096;2000;20553
Zemst;23096;2001;20730
Zemst;23096;2002;20910
Zemst;23096;2003;20975
Zemst;23096;2004;21029
Zemst;23096;2005;21171
Zemst;23096;2006;21327
Zemst;23096;2007;21553
Zemst;23096;2008;21700
Zemst;23096;2009;21837
Zemst;23096;2010;21928
Zemst;23096;2011;21960
Zemst;23096;2012;22249
Zemst;23096;2013;22437
Zemst;23096;2014;22587
Zemst;23096;2015;22778
Zemst;23096;2016;23068
Zingem;45057;1997;6545
Zingem;45057;1998;6556
Zingem;45057;1999;6594
Zingem;45057;2000;6603
Zingem;45057;2001;6573
Zingem;45057;2002;6579
Zingem;45057;2003;6583
Zingem;45057;2004;6656
Zingem;45057;2005;6732
Zingem;45057;2006;6793
Zingem;45057;2007;6822
Zingem;45057;2008;6953
Zingem;45057;2009;7022
Zingem;45057;2010;7130
Zingem;45057;2011;7204
Zingem;45057;2012;7307
Zingem;45057;2013;7384
Zingem;45057;2014;7459
Zingem;45057;2015;7535
Zingem;45057;2016;7527
Zoersel;11055;1997;19999
Zoersel;11055;1998;20060
Zoersel;11055;1999;20062
Zoersel;11055;2000;20164
Zoersel;11055;2001;20120
Zoersel;11055;2002;20134
Zoersel;11055;2003;20306
Zoersel;11055;2004;20400
Zoersel;11055;2005;20426
Zoersel;11055;2006;20638
Zoersel;11055;2007;20803
Zoersel;11055;2008;21003
Zoersel;11055;2009;21208
Zoersel;11055;2010;21265
Zoersel;11055;2011;21415
Zoersel;11055;2012;21555
Zoersel;11055;2013;21610
Zoersel;11055;2014;21573
Zoersel;11055;2015;21704
Zoersel;11055;2016;21764
Zomergem;44080;1997;8223
Zomergem;44080;1998;8206
Zomergem;44080;1999;8255
Zomergem;44080;2000;8245
Zomergem;44080;2001;8231
Zomergem;44080;2002;8170
Zomergem;44080;2003;8167
Zomergem;44080;2004;8103
Zomergem;44080;2005;8012
Zomergem;44080;2006;8011
Zomergem;44080;2007;8003
Zomergem;44080;2008;8033
Zomergem;44080;2009;8109
Zomergem;44080;2010;8172
Zomergem;44080;2011;8158
Zomergem;44080;2012;8214
Zomergem;44080;2013;8233
Zomergem;44080;2014;8302
Zomergem;44080;2015;8378
Zomergem;44080;2016;8468
Zonhoven;71066;1997;18663
Zonhoven;71066;1998;18790
Zonhoven;71066;1999;18908
Zonhoven;71066;2000;18940
Zonhoven;71066;2001;19172
Zonhoven;71066;2002;19317
Zonhoven;71066;2003;19521
Zonhoven;71066;2004;19649
Zonhoven;71066;2005;19693
Zonhoven;71066;2006;19901
Zonhoven;71066;2007;20060
Zonhoven;71066;2008;20306
Zonhoven;71066;2009;20469
Zonhoven;71066;2010;20570
Zonhoven;71066;2011;20816
Zonhoven;71066;2012;20887
Zonhoven;71066;2013;21022
Zonhoven;71066;2014;21139
Zonhoven;71066;2015;21195
Zonhoven;71066;2016;21276
Zonnebeke;33037;1997;11382
Zonnebeke;33037;1998;11415
Zonnebeke;33037;1999;11475
Zonnebeke;33037;2000;11545
Zonnebeke;33037;2001;11581
Zonnebeke;33037;2002;11562
Zonnebeke;33037;2003;11570
Zonnebeke;33037;2004;11513
Zonnebeke;33037;2005;11620
Zonnebeke;33037;2006;11758
Zonnebeke;33037;2007;11908
Zonnebeke;33037;2008;12092
Zonnebeke;33037;2009;12179
Zonnebeke;33037;2010;12192
Zonnebeke;33037;2011;12307
Zonnebeke;33037;2012;12380
Zonnebeke;33037;2013;12365
Zonnebeke;33037;2014;12379
Zonnebeke;33037;2015;12396
Zonnebeke;33037;2016;12417
Zottegem;41081;1997;24586
Zottegem;41081;1998;24675
Zottegem;41081;1999;24631
Zottegem;41081;2000;24574
Zottegem;41081;2001;24531
Zottegem;41081;2002;24507
Zottegem;41081;2003;24486
Zottegem;41081;2004;24474
Zottegem;41081;2005;24394
Zottegem;41081;2006;24548
Zottegem;41081;2007;24578
Zottegem;41081;2008;24660
Zottegem;41081;2009;24777
Zottegem;41081;2010;24882
Zottegem;41081;2011;25073
Zottegem;41081;2012;25398
Zottegem;41081;2013;25580
Zottegem;41081;2014;25689
Zottegem;41081;2015;25806
Zottegem;41081;2016;25899
Zoutleeuw;24130;1997;7750
Zoutleeuw;24130;1998;7739
Zoutleeuw;24130;1999;7767
Zoutleeuw;24130;2000;7791
Zoutleeuw;24130;2001;7796
Zoutleeuw;24130;2002;7798
Zoutleeuw;24130;2003;7832
Zoutleeuw;24130;2004;7869
Zoutleeuw;24130;2005;7891
Zoutleeuw;24130;2006;7947
Zoutleeuw;24130;2007;7983
Zoutleeuw;24130;2008;8048
Zoutleeuw;24130;2009;8160
Zoutleeuw;24130;2010;8195
Zoutleeuw;24130;2011;8239
Zoutleeuw;24130;2012;8252
Zoutleeuw;24130;2013;8278
Zoutleeuw;24130;2014;8292
Zoutleeuw;24130;2015;8324
Zoutleeuw;24130;2016;8364
Zuienkerke;31042;1997;2762
Zuienkerke;31042;1998;2782
Zuienkerke;31042;1999;2768
Zuienkerke;31042;2000;2790
Zuienkerke;31042;2001;2798
Zuienkerke;31042;2002;2779
Zuienkerke;31042;2003;2765
Zuienkerke;31042;2004;2748
Zuienkerke;31042;2005;2759
Zuienkerke;31042;2006;2776
Zuienkerke;31042;2007;2743
Zuienkerke;31042;2008;2768
Zuienkerke;31042;2009;2796
Zuienkerke;31042;2010;2796
Zuienkerke;31042;2011;2761
Zuienkerke;31042;2012;2760
Zuienkerke;31042;2013;2765
Zuienkerke;31042;2014;2740
Zuienkerke;31042;2015;2713
Zuienkerke;31042;2016;2711
Zulte;44081;1997;14207
Zulte;44081;1998;14295
Zulte;44081;1999;14401
Zulte;44081;2000;14528
Zulte;44081;2001;14547
Zulte;44081;2002;14584
Zulte;44081;2003;14615
Zulte;44081;2004;14548
Zulte;44081;2005;14537
Zulte;44081;2006;14611
Zulte;44081;2007;14629
Zulte;44081;2008;14713
Zulte;44081;2009;14808
Zulte;44081;2010;14958
Zulte;44081;2011;15112
Zulte;44081;2012;15288
Zulte;44081;2013;15364
Zulte;44081;2014;15570
Zulte;44081;2015;15498
Zulte;44081;2016;15589
Zutendaal;71067;1997;6544
Zutendaal;71067;1998;6564
Zutendaal;71067;1999;6619
Zutendaal;71067;2000;6755
Zutendaal;71067;2001;6764
Zutendaal;71067;2002;6809
Zutendaal;71067;2003;6861
Zutendaal;71067;2004;6869
Zutendaal;71067;2005;6865
Zutendaal;71067;2006;6929
Zutendaal;71067;2007;6956
Zutendaal;71067;2008;6985
Zutendaal;71067;2009;7036
Zutendaal;71067;2010;7009
Zutendaal;71067;2011;7047
Zutendaal;71067;2012;7074
Zutendaal;71067;2013;7045
Zutendaal;71067;2014;7109
Zutendaal;71067;2015;7138
Zutendaal;71067;2016;7239
Zwalm;45065;1997;7611
Zwalm;45065;1998;7662
Zwalm;45065;1999;7670
Zwalm;45065;2000;7683
Zwalm;45065;2001;7687
Zwalm;45065;2002;7686
Zwalm;45065;2003;7691
Zwalm;45065;2004;7716
Zwalm;45065;2005;7770
Zwalm;45065;2006;7765
Zwalm;45065;2007;7835
Zwalm;45065;2008;7919
Zwalm;45065;2009;8043
Zwalm;45065;2010;8062
Zwalm;45065;2011;8095
Zwalm;45065;2012;8045
Zwalm;45065;2013;8070
Zwalm;45065;2014;8070
Zwalm;45065;2015;8047
Zwalm;45065;2016;8040
Zwevegem;34042;1997;23324
Zwevegem;34042;1998;23380
Zwevegem;34042;1999;23509
Zwevegem;34042;2000;23489
Zwevegem;34042;2001;23451
Zwevegem;34042;2002;23404
Zwevegem;34042;2003;23392
Zwevegem;34042;2004;23536
Zwevegem;34042;2005;23666
Zwevegem;34042;2006;23674
Zwevegem;34042;2007;23809
Zwevegem;34042;2008;23898
Zwevegem;34042;2009;24045
Zwevegem;34042;2010;24113
Zwevegem;34042;2011;24100
Zwevegem;34042;2012;24209
Zwevegem;34042;2013;24197
Zwevegem;34042;2014;24258
Zwevegem;34042;2015;24271
Zwevegem;34042;2016;24353
Zwijndrecht;11056;1997;18005
Zwijndrecht;11056;1998;17887
Zwijndrecht;11056;1999;17842
Zwijndrecht;11056;2000;17801
Zwijndrecht;11056;2001;17744
Zwijndrecht;11056;2002;17743
Zwijndrecht;11056;2003;17914
Zwijndrecht;11056;2004;18000
Zwijndrecht;11056;2005;18104
Zwijndrecht;11056;2006;18231
Zwijndrecht;11056;2007;18352
Zwijndrecht;11056;2008;18421
Zwijndrecht;11056;2009;18480
Zwijndrecht;11056;2010;18573
Zwijndrecht;11056;2011;18656
Zwijndrecht;11056;2012;18643
Zwijndrecht;11056;2013;18794
Zwijndrecht;11056;2014;18952
Zwijndrecht;11056;2015;18936
Zwijndrecht;11056;2016;18957
;;;
Geen selecties;;;
